project_id,project_name,ministry,sector,original_cost_cr,revised_cost_cr,expenditure_cr,physical_progress_pct,status,cost_overrun_pct,revised_cost_missing,possible_outlier,date_is_synthetic,cost_is_estimated,primary_delay_cause
100295,Roads & Highways Project 100295,Ministry of Road Transport & Highways,Roads & Highways,1152.16,1161.66,575.52,69.8,On Track,0.82,False,False,True,True,
100296,Roads & Highways Project 100296,Ministry of Road Transport & Highways,Roads & Highways,425.88,418.47,143.77,46.8,Delayed,-1.74,False,False,True,True,financing tie-up delays
100297,Roads & Highways Project 100297,Ministry of Road Transport & Highways,Roads & Highways,746.16,705.9,511.77,99.7,Completed,-5.4,False,False,True,True,
100298,Roads & Highways Project 100298,Ministry of Road Transport & Highways,Roads & Highways,747.11,724.58,293.52,46.4,Delayed,-3.02,False,False,True,True,contractual disputes and arbitration
100299,Roads & Highways Project 100299,Ministry of Road Transport & Highways,Roads & Highways,1023.39,993.02,479.91,58.8,On Track,-2.97,False,False,True,True,
100300,Roads & Highways Project 100300,Ministry of Road Transport & Highways,Roads & Highways,1195.03,1121.78,362.39,33.1,Delayed,-6.13,False,False,True,True,scope changes and structural revisions
100301,Roads & Highways Project 100301,Ministry of Road Transport & Highways,Roads & Highways,869.97,808.88,413.68,62.2,On Track,-7.02,False,False,True,True,
100302,Roads & Highways Project 100302,Ministry of Road Transport & Highways,Roads & Highways,446.32,513.32,19.91,14.9,Critical,15.01,False,False,True,True,forest/environment clearance delays
100303,Roads & Highways Project 100303,Ministry of Road Transport & Highways,Roads & Highways,369.59,349.69,57.89,19.5,Critical,-5.38,True,False,True,True,forest/environment clearance delays
100304,Roads & Highways Project 100304,Ministry of Road Transport & Highways,Roads & Highways,1211.12,1261.02,526.63,58.8,On Track,4.12,False,False,True,True,
100305,Roads & Highways Project 100305,Ministry of Road Transport & Highways,Roads & Highways,976.82,948.59,436.18,58.8,On Track,-2.89,False,False,True,True,
100306,Roads & Highways Project 100306,Ministry of Road Transport & Highways,Roads & Highways,423.87,433.33,154.66,39.2,Delayed,2.23,False,False,True,True,financing tie-up delays
100307,Roads & Highways Project 100307,Ministry of Road Transport & Highways,Roads & Highways,340.64,343.13,271.41,100.0,Completed,0.73,False,False,True,True,
100308,Roads & Highways Project 100308,Ministry of Road Transport & Highways,Roads & Highways,382.75,393.56,235.18,72.3,On Track,2.82,False,False,True,True,
100309,Roads & Highways Project 100309,Ministry of Road Transport & Highways,Roads & Highways,889.08,799.97,54.17,25.2,Delayed,-10.02,False,False,True,True,delays in detailed engineering
100310,Roads & Highways Project 100310,Ministry of Road Transport & Highways,Roads & Highways,1871.15,1784.43,1080.45,76.7,On Track,-4.63,False,False,True,True,
100311,Roads & Highways Project 100311,Ministry of Road Transport & Highways,Roads & Highways,2101.23,2102.1,742.7,60.7,On Track,0.04,False,False,True,True,
100312,Roads & Highways Project 100312,Ministry of Road Transport & Highways,Roads & Highways,186.22,171.06,41.18,29.2,Delayed,-8.14,False,False,True,True,land acquisition delays
100313,Roads & Highways Project 100313,Ministry of Road Transport & Highways,Roads & Highways,756.47,669.93,230.94,44.6,Delayed,-11.44,False,False,True,True,tendering and ordering delays
100314,Roads & Highways Project 100314,Ministry of Road Transport & Highways,Roads & Highways,802.46,798.03,198.13,32.6,Delayed,-0.55,False,False,True,True,land acquisition delays
100315,Roads & Highways Project 100315,Ministry of Road Transport & Highways,Roads & Highways,653.99,648.21,146.04,25.2,Delayed,-0.88,False,False,True,True,land acquisition delays
100316,Roads & Highways Project 100316,Ministry of Road Transport & Highways,Roads & Highways,714.7,794.84,628.72,100.0,Completed,11.21,False,False,True,True,
100317,Roads & Highways Project 100317,Ministry of Road Transport & Highways,Roads & Highways,2665.73,2368.67,831.32,31.1,Delayed,-11.14,False,False,True,True,contractual disputes and arbitration
100318,Roads & Highways Project 100318,Ministry of Road Transport & Highways,Roads & Highways,564.81,555.3,113.08,29.4,Delayed,-1.68,False,False,True,True,scope changes and structural revisions
100319,Roads & Highways Project 100319,Ministry of Road Transport & Highways,Roads & Highways,334.87,316.84,91.19,42.2,Delayed,-5.38,True,False,True,True,delays in detailed engineering
100320,Roads & Highways Project 100320,Ministry of Road Transport & Highways,Roads & Highways,696.0,702.2,264.09,53.5,Delayed,0.89,False,False,True,True,contractual disputes and arbitration
100321,Roads & Highways Project 100321,Ministry of Road Transport & Highways,Roads & Highways,1684.22,1633.15,767.68,55.3,On Track,-3.03,False,False,True,True,
100322,Roads & Highways Project 100322,Ministry of Road Transport & Highways,Roads & Highways,1873.5,1935.27,687.84,48.7,Delayed,3.3,False,False,True,True,land acquisition delays
100323,Roads & Highways Project 100323,Ministry of Road Transport & Highways,Roads & Highways,604.86,631.06,434.48,86.2,On Track,4.33,False,False,True,True,
100324,Roads & Highways Project 100324,Ministry of Road Transport & Highways,Roads & Highways,2864.4,2659.44,955.88,46.4,Delayed,-7.16,False,False,True,True,financing tie-up delays
100325,Roads & Highways Project 100325,Ministry of Road Transport & Highways,Roads & Highways,327.68,339.46,102.08,45.8,Delayed,3.59,False,False,True,True,geological surprises
100326,Roads & Highways Project 100326,Ministry of Road Transport & Highways,Roads & Highways,820.9,846.73,453.52,61.1,On Track,3.15,False,False,True,True,
100327,Roads & Highways Project 100327,Ministry of Road Transport & Highways,Roads & Highways,484.7,528.68,418.18,99.0,Completed,9.07,False,False,True,True,
100328,Roads & Highways Project 100328,Ministry of Road Transport & Highways,Roads & Highways,809.1,730.61,222.59,34.8,Delayed,-9.7,False,False,True,True,land acquisition delays
100329,Roads & Highways Project 100329,Ministry of Road Transport & Highways,Roads & Highways,672.27,624.98,257.37,49.8,Delayed,-7.03,False,False,True,True,delays in detailed engineering
100330,Roads & Highways Project 100330,Ministry of Road Transport & Highways,Roads & Highways,971.29,908.37,718.52,97.9,On Track,-6.48,False,False,True,True,
100331,Roads & Highways Project 100331,Ministry of Road Transport & Highways,Roads & Highways,1484.67,1494.98,776.6,69.4,On Track,0.69,False,False,True,True,
100332,Roads & Highways Project 100332,Ministry of Road Transport & Highways,Roads & Highways,946.02,968.6,553.86,74.5,On Track,2.39,False,False,True,True,
100333,Roads & Highways Project 100333,Ministry of Road Transport & Highways,Roads & Highways,500.15,466.31,251.59,66.2,On Track,-6.77,False,False,True,True,
100334,Roads & Highways Project 100334,Ministry of Road Transport & Highways,Roads & Highways,1152.92,1083.54,539.86,60.1,On Track,-6.02,False,False,True,True,
100335,Roads & Highways Project 100335,Ministry of Road Transport & Highways,Roads & Highways,1401.19,1371.3,946.71,98.0,On Track,-2.13,False,False,True,True,
100336,Roads & Highways Project 100336,Ministry of Road Transport & Highways,Roads & Highways,467.51,442.33,122.63,44.3,Delayed,-5.39,True,False,True,True,land acquisition delays
100337,Roads & Highways Project 100337,Ministry of Road Transport & Highways,Roads & Highways,785.5,714.34,393.56,74.5,On Track,-9.06,False,False,True,True,
100338,Roads & Highways Project 100338,Ministry of Road Transport & Highways,Roads & Highways,1582.12,1517.33,1161.37,98.5,On Track,-4.1,False,False,True,True,
100339,Roads & Highways Project 100339,Ministry of Road Transport & Highways,Roads & Highways,713.56,725.27,536.55,89.4,On Track,1.64,False,False,True,True,
100340,Roads & Highways Project 100340,Ministry of Road Transport & Highways,Roads & Highways,1877.67,1842.52,477.08,29.7,Delayed,-1.87,False,False,True,True,land acquisition delays
100341,Roads & Highways Project 100341,Ministry of Road Transport & Highways,Roads & Highways,554.73,589.2,299.16,60.0,On Track,6.21,False,False,True,True,
100342,Roads & Highways Project 100342,Ministry of Road Transport & Highways,Roads & Highways,351.33,365.25,124.32,52.0,Delayed,3.96,False,False,True,True,scope changes and structural revisions
100343,Roads & Highways Project 100343,Ministry of Road Transport & Highways,Roads & Highways,838.01,872.94,308.97,35.8,Delayed,4.17,False,False,True,True,forest/environment clearance delays
100344,Roads & Highways Project 100344,Ministry of Road Transport & Highways,Roads & Highways,596.41,585.99,441.17,99.0,On Track,-1.75,False,False,True,True,
100345,Roads & Highways Project 100345,Ministry of Road Transport & Highways,Roads & Highways,436.26,452.76,271.27,89.9,On Track,3.78,False,False,True,True,
100346,Roads & Highways Project 100346,Ministry of Road Transport & Highways,Roads & Highways,451.31,430.43,129.09,46.8,Delayed,-4.63,False,False,True,True,forest/environment clearance delays
100347,Roads & Highways Project 100347,Ministry of Road Transport & Highways,Roads & Highways,570.36,523.61,218.27,51.1,Delayed,-8.2,False,False,True,True,financing tie-up delays
100348,Roads & Highways Project 100348,Ministry of Road Transport & Highways,Roads & Highways,557.43,549.1,237.9,61.9,On Track,-1.49,False,False,True,True,
100349,Roads & Highways Project 100349,Ministry of Road Transport & Highways,Roads & Highways,556.53,527.42,417.19,98.3,On Track,-5.23,False,False,True,True,
100350,Roads & Highways Project 100350,Ministry of Road Transport & Highways,Roads & Highways,1228.17,1087.23,370.23,43.5,Delayed,-11.48,False,False,True,True,scope changes and structural revisions
100351,Roads & Highways Project 100351,Ministry of Road Transport & Highways,Roads & Highways,626.67,612.58,441.86,99.5,Completed,-2.25,False,False,True,True,
100352,Roads & Highways Project 100352,Ministry of Road Transport & Highways,Roads & Highways,257.76,246.59,180.8,93.5,On Track,-4.33,False,False,True,True,
100353,Roads & Highways Project 100353,Ministry of Road Transport & Highways,Roads & Highways,1054.47,974.72,557.38,77.5,On Track,-7.56,False,False,True,True,
100354,Roads & Highways Project 100354,Ministry of Road Transport & Highways,Roads & Highways,528.15,485.14,368.31,97.7,On Track,-8.14,False,False,True,True,
100355,Roads & Highways Project 100355,Ministry of Road Transport & Highways,Roads & Highways,617.82,613.89,485.59,98.4,On Track,-0.64,False,False,True,True,
100356,Roads & Highways Project 100356,Ministry of Road Transport & Highways,Roads & Highways,619.4,570.87,439.55,99.4,Completed,-7.84,False,False,True,True,
100357,Roads & Highways Project 100357,Ministry of Road Transport & Highways,Roads & Highways,536.38,476.57,208.87,52.9,Delayed,-11.15,False,False,True,True,financing tie-up delays
100358,Roads & Highways Project 100358,Ministry of Road Transport & Highways,Roads & Highways,627.1,546.16,288.61,75.6,On Track,-12.91,False,False,True,True,
100359,Roads & Highways Project 100359,Ministry of Road Transport & Highways,Roads & Highways,1177.95,1261.94,835.98,92.1,On Track,7.13,False,False,True,True,
100360,Roads & Highways Project 100360,Ministry of Road Transport & Highways,Roads & Highways,774.98,761.78,311.51,58.6,On Track,-1.7,False,False,True,True,
100361,Roads & Highways Project 100361,Ministry of Road Transport & Highways,Roads & Highways,4626.89,4616.42,1753.4,51.0,Delayed,-0.23,False,False,True,True,delays in detailed engineering
100362,Roads & Highways Project 100362,Ministry of Road Transport & Highways,Roads & Highways,323.35,325.39,74.9,29.3,Delayed,0.63,False,False,True,True,forest/environment clearance delays
100363,Roads & Highways Project 100363,Ministry of Road Transport & Highways,Roads & Highways,1524.09,1459.71,934.81,70.9,On Track,-4.22,False,False,True,True,
100364,Roads & Highways Project 100364,Ministry of Road Transport & Highways,Roads & Highways,1186.83,1257.35,547.04,64.6,On Track,5.94,False,False,True,True,
100365,Roads & Highways Project 100365,Ministry of Road Transport & Highways,Roads & Highways,315.91,283.7,192.71,96.9,On Track,-10.2,False,False,True,True,
100366,Roads & Highways Project 100366,Ministry of Road Transport & Highways,Roads & Highways,609.82,633.38,410.29,83.4,On Track,3.86,False,False,True,True,
100367,Roads & Highways Project 100367,Ministry of Road Transport & Highways,Roads & Highways,536.97,551.43,248.26,57.5,On Track,2.69,False,False,True,True,
100368,Roads & Highways Project 100368,Ministry of Road Transport & Highways,Roads & Highways,636.53,577.72,159.95,29.2,Delayed,-9.24,False,False,True,True,delays in detailed engineering
100369,Roads & Highways Project 100369,Ministry of Road Transport & Highways,Roads & Highways,1093.13,1052.25,538.12,63.3,On Track,-3.74,False,False,True,True,
100370,Roads & Highways Project 100370,Ministry of Road Transport & Highways,Roads & Highways,1058.99,971.71,141.59,16.6,Critical,-8.24,False,False,True,True,forest/environment clearance delays
100371,Roads & Highways Project 100371,Ministry of Road Transport & Highways,Roads & Highways,992.72,965.94,450.32,65.6,On Track,-2.7,False,False,True,True,
100372,Roads & Highways Project 100372,Ministry of Road Transport & Highways,Roads & Highways,2058.19,2054.64,216.89,11.5,Critical,-0.17,False,False,True,True,forest/environment clearance delays
100373,Roads & Highways Project 100373,Ministry of Road Transport & Highways,Roads & Highways,311.69,320.93,170.33,66.0,On Track,2.96,False,False,True,True,
100374,Roads & Highways Project 100374,Ministry of Road Transport & Highways,Roads & Highways,624.59,586.85,408.57,100.0,Completed,-6.04,False,False,True,True,
100375,Roads & Highways Project 100375,Ministry of Road Transport & Highways,Roads & Highways,1356.55,1305.12,710.18,77.7,On Track,-3.79,False,False,True,True,
100376,Roads & Highways Project 100376,Ministry of Road Transport & Highways,Roads & Highways,665.03,701.5,345.55,58.8,On Track,5.48,False,False,True,True,
100377,Roads & Highways Project 100377,Ministry of Road Transport & Highways,Roads & Highways,940.46,914.43,150.21,17.3,Critical,-2.77,False,False,True,True,land acquisition delays
100378,Roads & Highways Project 100378,Ministry of Road Transport & Highways,Roads & Highways,781.52,760.37,456.05,77.6,On Track,-2.71,False,False,True,True,
100379,Roads & Highways Project 100379,Ministry of Road Transport & Highways,Roads & Highways,1782.92,1923.19,998.33,58.6,On Track,7.87,False,False,True,True,
100380,Roads & Highways Project 100380,Ministry of Road Transport & Highways,Roads & Highways,1393.55,1551.98,1198.17,99.8,Completed,11.37,False,False,True,True,
100381,Roads & Highways Project 100381,Ministry of Road Transport & Highways,Roads & Highways,1129.54,1068.73,438.22,45.7,Delayed,-5.38,True,False,True,True,land acquisition delays
100382,Roads & Highways Project 100382,Ministry of Road Transport & Highways,Roads & Highways,931.3,895.31,200.0,28.5,Delayed,-3.86,False,False,True,True,scope changes and structural revisions
100383,Roads & Highways Project 100383,Ministry of Road Transport & Highways,Roads & Highways,1648.73,1668.92,945.36,74.6,On Track,1.22,False,False,True,True,
100384,Roads & Highways Project 100384,Ministry of Road Transport & Highways,Roads & Highways,1770.28,1752.42,253.11,27.5,Delayed,-1.01,False,False,True,True,financing tie-up delays
100385,Roads & Highways Project 100385,Ministry of Road Transport & Highways,Roads & Highways,575.23,606.32,303.21,62.4,On Track,5.4,False,False,True,True,
100386,Roads & Highways Project 100386,Ministry of Road Transport & Highways,Roads & Highways,638.36,692.73,479.94,98.8,On Track,8.52,False,False,True,True,
100387,Roads & Highways Project 100387,Ministry of Road Transport & Highways,Roads & Highways,747.29,682.99,217.79,49.3,Delayed,-8.6,False,False,True,True,land acquisition delays
100388,Roads & Highways Project 100388,Ministry of Road Transport & Highways,Roads & Highways,375.99,380.16,122.19,47.7,Delayed,1.11,False,False,True,True,contractual disputes and arbitration
100389,Roads & Highways Project 100389,Ministry of Road Transport & Highways,Roads & Highways,337.64,337.88,249.61,100.0,Completed,0.07,False,False,True,True,
100390,Roads & Highways Project 100390,Ministry of Road Transport & Highways,Roads & Highways,471.41,455.87,194.09,51.8,Delayed,-3.3,False,False,True,True,land acquisition delays
100391,Roads & Highways Project 100391,Ministry of Road Transport & Highways,Roads & Highways,661.28,668.1,482.12,98.2,On Track,1.03,False,False,True,True,
100392,Roads & Highways Project 100392,Ministry of Road Transport & Highways,Roads & Highways,1224.39,1226.46,458.22,48.8,Delayed,0.17,False,False,True,True,financing tie-up delays
100393,Roads & Highways Project 100393,Ministry of Road Transport & Highways,Roads & Highways,861.56,872.19,328.62,48.2,Delayed,1.23,False,False,True,True,financing tie-up delays
100394,Roads & Highways Project 100394,Ministry of Road Transport & Highways,Roads & Highways,540.79,575.46,360.51,64.0,On Track,6.41,False,False,True,True,
100395,Roads & Highways Project 100395,Ministry of Road Transport & Highways,Roads & Highways,585.17,516.01,213.23,48.7,Delayed,-11.82,False,False,True,True,contractual disputes and arbitration
100396,Roads & Highways Project 100396,Ministry of Road Transport & Highways,Roads & Highways,537.74,519.0,299.24,70.8,On Track,-3.48,False,False,True,True,
100397,Roads & Highways Project 100397,Ministry of Road Transport & Highways,Roads & Highways,711.92,742.42,305.24,50.5,Delayed,4.28,False,False,True,True,contractual disputes and arbitration
100398,Roads & Highways Project 100398,Ministry of Road Transport & Highways,Roads & Highways,1508.78,1393.02,941.59,92.8,On Track,-7.67,False,False,True,True,
100399,Roads & Highways Project 100399,Ministry of Road Transport & Highways,Roads & Highways,1787.98,1931.08,511.66,24.9,Critical,8.0,False,False,True,True,tendering and ordering delays
100400,Roads & Highways Project 100400,Ministry of Road Transport & Highways,Roads & Highways,1187.59,1060.01,669.47,83.4,On Track,-10.74,False,False,True,True,
100401,Roads & Highways Project 100401,Ministry of Road Transport & Highways,Roads & Highways,456.49,440.02,291.72,83.1,On Track,-3.61,False,False,True,True,
100402,Roads & Highways Project 100402,Ministry of Road Transport & Highways,Roads & Highways,883.73,847.61,406.81,60.8,On Track,-4.09,False,False,True,True,
100403,Roads & Highways Project 100403,Ministry of Road Transport & Highways,Roads & Highways,2047.71,1964.54,1240.29,76.3,On Track,-4.06,False,False,True,True,
100404,Roads & Highways Project 100404,Ministry of Road Transport & Highways,Roads & Highways,862.99,854.18,286.87,41.6,Delayed,-1.02,False,False,True,True,scope changes and structural revisions
100405,Roads & Highways Project 100405,Ministry of Road Transport & Highways,Roads & Highways,678.93,650.64,56.73,25.2,Delayed,-4.17,False,False,True,True,contractual disputes and arbitration
100406,Roads & Highways Project 100406,Ministry of Road Transport & Highways,Roads & Highways,4406.9,4519.8,2666.88,87.3,On Track,2.56,False,False,True,True,
100407,Roads & Highways Project 100407,Ministry of Road Transport & Highways,Roads & Highways,351.88,343.79,241.89,97.3,On Track,-2.3,False,False,True,True,
100408,Roads & Highways Project 100408,Ministry of Road Transport & Highways,Roads & Highways,974.12,1043.21,604.81,82.4,On Track,7.09,False,False,True,True,
100409,Roads & Highways Project 100409,Ministry of Road Transport & Highways,Roads & Highways,964.29,880.08,651.55,100.0,Completed,-8.73,False,False,True,True,
100410,Roads & Highways Project 100410,Ministry of Road Transport & Highways,Roads & Highways,770.27,709.21,388.68,77.0,On Track,-7.93,False,False,True,True,
100411,Roads & Highways Project 100411,Ministry of Road Transport & Highways,Roads & Highways,1116.69,989.04,782.33,97.4,On Track,-11.43,False,False,True,True,
100412,Roads & Highways Project 100412,Ministry of Road Transport & Highways,Roads & Highways,263.38,241.5,9.36,8.0,Critical,-8.31,False,False,True,True,land acquisition delays
100413,Roads & Highways Project 100413,Ministry of Road Transport & Highways,Roads & Highways,604.63,568.03,301.89,68.5,On Track,-6.05,False,False,True,True,
100414,Roads & Highways Project 100414,Ministry of Road Transport & Highways,Roads & Highways,1323.03,1351.19,603.38,51.0,Delayed,2.13,False,False,True,True,contractual disputes and arbitration
100415,Roads & Highways Project 100415,Ministry of Road Transport & Highways,Roads & Highways,850.54,888.42,390.46,55.5,On Track,4.45,False,False,True,True,
100416,Roads & Highways Project 100416,Ministry of Road Transport & Highways,Roads & Highways,1172.87,1227.61,847.53,74.7,On Track,4.67,False,False,True,True,
100417,Roads & Highways Project 100417,Ministry of Road Transport & Highways,Roads & Highways,711.39,678.16,405.63,82.1,On Track,-4.67,False,False,True,True,
100418,Roads & Highways Project 100418,Ministry of Road Transport & Highways,Roads & Highways,1739.65,1831.02,875.2,65.3,On Track,5.25,False,False,True,True,
100419,Roads & Highways Project 100419,Ministry of Road Transport & Highways,Roads & Highways,379.06,336.48,186.06,72.8,On Track,-11.23,False,False,True,True,
100420,Roads & Highways Project 100420,Ministry of Road Transport & Highways,Roads & Highways,1204.79,1139.92,648.16,80.1,On Track,-5.38,True,False,True,True,
100421,Roads & Highways Project 100421,Ministry of Road Transport & Highways,Roads & Highways,988.52,1032.37,816.6,98.3,On Track,4.44,False,False,True,True,
100422,Roads & Highways Project 100422,Ministry of Road Transport & Highways,Roads & Highways,633.04,594.77,247.95,55.6,On Track,-6.05,False,False,True,True,
100423,Roads & Highways Project 100423,Ministry of Road Transport & Highways,Roads & Highways,603.97,605.84,326.27,68.4,On Track,0.31,False,False,True,True,
100424,Roads & Highways Project 100424,Ministry of Road Transport & Highways,Roads & Highways,690.05,732.89,215.72,47.2,Delayed,6.21,False,False,True,True,forest/environment clearance delays
100425,Roads & Highways Project 100425,Ministry of Road Transport & Highways,Roads & Highways,396.69,372.85,236.81,78.3,On Track,-6.01,False,False,True,True,
100426,Roads & Highways Project 100426,Ministry of Road Transport & Highways,Roads & Highways,463.72,457.05,320.08,99.0,On Track,-1.44,False,False,True,True,
100427,Roads & Highways Project 100427,Ministry of Road Transport & Highways,Roads & Highways,397.24,384.51,141.66,45.1,Delayed,-3.2,False,False,True,True,contractual disputes and arbitration
100428,Roads & Highways Project 100428,Ministry of Road Transport & Highways,Roads & Highways,1077.19,1074.78,850.16,99.2,Completed,-0.22,False,False,True,True,
100429,Roads & Highways Project 100429,Ministry of Road Transport & Highways,Roads & Highways,486.09,457.29,223.52,64.3,On Track,-5.92,False,False,True,True,
100430,Roads & Highways Project 100430,Ministry of Road Transport & Highways,Roads & Highways,670.48,648.58,454.79,93.5,On Track,-3.27,False,False,True,True,
100431,Roads & Highways Project 100431,Ministry of Road Transport & Highways,Roads & Highways,1525.75,1564.33,578.91,50.4,Delayed,2.53,False,False,True,True,delays in detailed engineering
100432,Roads & Highways Project 100432,Ministry of Road Transport & Highways,Roads & Highways,3261.69,3196.23,1947.15,75.9,On Track,-2.01,False,False,True,True,
100433,Roads & Highways Project 100433,Ministry of Road Transport & Highways,Roads & Highways,643.85,649.32,513.61,100.0,Completed,0.85,False,False,True,True,
100434,Roads & Highways Project 100434,Ministry of Road Transport & Highways,Roads & Highways,757.21,763.38,402.14,62.1,On Track,0.81,False,False,True,True,
100435,Roads & Highways Project 100435,Ministry of Road Transport & Highways,Roads & Highways,469.24,438.64,333.95,100.0,Completed,-6.52,False,False,True,True,
100436,Roads & Highways Project 100436,Ministry of Road Transport & Highways,Roads & Highways,646.29,595.2,467.16,100.0,Completed,-7.91,False,False,True,True,
100437,Roads & Highways Project 100437,Ministry of Road Transport & Highways,Roads & Highways,385.41,383.01,271.79,90.9,On Track,-0.62,False,False,True,True,
100438,Roads & Highways Project 100438,Ministry of Road Transport & Highways,Roads & Highways,2715.21,2633.31,801.73,42.6,Delayed,-3.02,False,False,True,True,financing tie-up delays
100439,Roads & Highways Project 100439,Ministry of Road Transport & Highways,Roads & Highways,1772.38,1676.95,324.45,23.1,Critical,-5.38,True,False,True,True,scope changes and structural revisions
100440,Roads & Highways Project 100440,Ministry of Road Transport & Highways,Roads & Highways,381.64,370.61,188.6,70.1,On Track,-2.89,False,False,True,True,
100441,Roads & Highways Project 100441,Ministry of Road Transport & Highways,Roads & Highways,370.24,350.31,277.09,97.6,On Track,-5.38,True,False,True,True,
100442,Roads & Highways Project 100442,Ministry of Road Transport & Highways,Roads & Highways,728.83,727.56,527.86,99.6,Completed,-0.17,False,False,True,True,
100443,Roads & Highways Project 100443,Ministry of Road Transport & Highways,Roads & Highways,1703.85,1582.14,289.07,20.3,Critical,-7.14,False,False,True,True,law-and-order and local right-of-way issues
100444,Roads & Highways Project 100444,Ministry of Road Transport & Highways,Roads & Highways,1832.55,1762.59,1068.51,74.8,On Track,-3.82,False,False,True,True,
100445,Roads & Highways Project 100445,Ministry of Road Transport & Highways,Roads & Highways,681.13,660.44,258.25,47.2,Delayed,-3.04,False,False,True,True,financing tie-up delays
100446,Roads & Highways Project 100446,Ministry of Road Transport & Highways,Roads & Highways,342.11,320.65,233.59,99.7,Completed,-6.27,False,False,True,True,
100447,Roads & Highways Project 100447,Ministry of Road Transport & Highways,Roads & Highways,1854.36,1940.07,845.57,61.3,On Track,4.62,False,False,True,True,
100448,Roads & Highways Project 100448,Ministry of Road Transport & Highways,Roads & Highways,375.65,350.76,261.49,98.7,On Track,-6.63,False,False,True,True,
100449,Roads & Highways Project 100449,Ministry of Road Transport & Highways,Roads & Highways,1016.18,886.29,373.48,52.6,Delayed,-12.78,False,False,True,True,law-and-order and local right-of-way issues
100450,Roads & Highways Project 100450,Ministry of Road Transport & Highways,Roads & Highways,548.31,562.4,148.57,41.7,Delayed,2.57,False,False,True,True,financing tie-up delays
100451,Roads & Highways Project 100451,Ministry of Road Transport & Highways,Roads & Highways,959.81,1037.68,506.23,54.5,Delayed,8.11,False,False,True,True,scope changes and structural revisions
100452,Roads & Highways Project 100452,Ministry of Road Transport & Highways,Roads & Highways,1247.45,1185.2,766.03,86.0,On Track,-4.99,False,False,True,True,
100453,Roads & Highways Project 100453,Ministry of Road Transport & Highways,Roads & Highways,267.0,247.59,118.35,62.8,On Track,-7.27,False,False,True,True,
100454,Roads & Highways Project 100454,Ministry of Road Transport & Highways,Roads & Highways,556.72,578.24,214.04,45.7,Delayed,3.87,False,False,True,True,delays in detailed engineering
100455,Roads & Highways Project 100455,Ministry of Road Transport & Highways,Roads & Highways,918.13,898.47,415.35,62.9,On Track,-2.14,False,False,True,True,
100456,Roads & Highways Project 100456,Ministry of Road Transport & Highways,Roads & Highways,401.12,460.52,364.27,100.0,Completed,14.81,False,False,True,True,
100457,Roads & Highways Project 100457,Ministry of Road Transport & Highways,Roads & Highways,1074.62,941.24,152.93,20.0,Critical,-12.41,False,False,True,True,forest/environment clearance delays
100458,Roads & Highways Project 100458,Ministry of Road Transport & Highways,Roads & Highways,756.82,728.26,477.64,98.1,On Track,-3.77,False,False,True,True,
100459,Roads & Highways Project 100459,Ministry of Road Transport & Highways,Roads & Highways,967.66,973.37,556.51,68.7,On Track,0.59,False,False,True,True,
100460,Roads & Highways Project 100460,Ministry of Road Transport & Highways,Roads & Highways,586.73,557.98,323.13,68.9,On Track,-4.9,False,False,True,True,
100461,Roads & Highways Project 100461,Ministry of Road Transport & Highways,Roads & Highways,993.92,960.38,614.22,77.2,On Track,-3.37,False,False,True,True,
100462,Roads & Highways Project 100462,Ministry of Road Transport & Highways,Roads & Highways,177.41,157.99,21.2,21.5,Critical,-10.95,False,False,True,True,land acquisition delays
100463,Roads & Highways Project 100463,Ministry of Road Transport & Highways,Roads & Highways,579.97,556.97,71.78,22.2,Critical,-3.97,False,False,True,True,scope changes and structural revisions
100464,Roads & Highways Project 100464,Ministry of Road Transport & Highways,Roads & Highways,873.88,856.56,315.17,38.2,Delayed,-1.98,False,False,True,True,delays in detailed engineering
100465,Roads & Highways Project 100465,Ministry of Road Transport & Highways,Roads & Highways,1695.58,1604.29,351.9,32.8,Delayed,-5.38,False,False,True,True,delays in detailed engineering
100466,Roads & Highways Project 100466,Ministry of Road Transport & Highways,Roads & Highways,422.76,442.47,133.22,43.0,Delayed,4.66,False,False,True,True,land acquisition delays
100467,Roads & Highways Project 100467,Ministry of Road Transport & Highways,Roads & Highways,1191.71,1175.17,515.6,54.3,Delayed,-1.39,False,False,True,True,forest/environment clearance delays
100468,Roads & Highways Project 100468,Ministry of Road Transport & Highways,Roads & Highways,1288.67,1227.36,174.69,24.5,Critical,-4.76,False,False,True,True,land acquisition delays
100469,Roads & Highways Project 100469,Ministry of Road Transport & Highways,Roads & Highways,368.6,348.75,237.09,85.2,On Track,-5.39,True,False,True,True,
100470,Roads & Highways Project 100470,Ministry of Road Transport & Highways,Roads & Highways,1089.7,1216.76,513.19,47.9,Delayed,11.66,False,False,True,True,financing tie-up delays
100471,Roads & Highways Project 100471,Ministry of Road Transport & Highways,Roads & Highways,1409.88,1419.75,866.01,67.9,On Track,0.7,False,False,True,True,
100472,Roads & Highways Project 100472,Ministry of Road Transport & Highways,Roads & Highways,1321.71,1239.67,453.32,47.4,Delayed,-6.21,False,False,True,True,tendering and ordering delays
100473,Roads & Highways Project 100473,Ministry of Road Transport & Highways,Roads & Highways,862.09,844.66,433.15,71.5,On Track,-2.02,False,False,True,True,
100474,Roads & Highways Project 100474,Ministry of Road Transport & Highways,Roads & Highways,460.5,424.3,243.42,82.9,On Track,-7.86,False,False,True,True,
